	GITTstep	OCV [V]	Q [mAh]	I_pol [mA]	t_pol [s]	OCV_slope_final [V/s]	Q_corr [mAh]	t_tot_cum [h]	dU/dt_sd [V/s]	dU/dt_relax [V/s]	I_sd [mA]	U_err, instrument [V]	U_err,sd pos [V]	U_err,relax negative [V]	I_err, instrument [mA]	Q_err, instrument sym [mAh]	Q0_err,instr cumulative shared sym [mAh]	Q_err,sd cumulative shared neg [mAh]	dV pos [V]	dV neg [V]	q [mAh/g]	dq_mass [mAh/g]	q_err_pos tot [mAh/g]	q_err_neg tot [mAh/g]	q_err_pos incl sd [mAh/g]	q_err_neg incl sd [mAh/g]	q_err_pos from instr [mAh/g]	q_err_neg from instr [mAh/g]
41	41.0	3.9992077	0.734899264571404	0.0524481285234216	1200.00012516975	-1.46120175949778e-07	0.851126834571404	98.0000014603131	-2.47884252543336e-08	-1.21331750695444e-07	-0.0001155295198023	0.00069992077	0.0001784766618312	0.0013103829075108	0.0001762240642617	5.87413608811044e-05	0.0089671314598074	0.0223218931093385	0.0008783974318312	0.0020103036775108	162.11939706121981	2.7791896639066254	4.48721470386994	8.739003867553462	1.7080250399633141	5.959814203646837	1.7080250399633141	1.7080250399633141
42	42.0	4.0126843	0.752397277883192	0.0524484378911915	1200.00012516975	-1.0783529317148e-07	0.868624847883192	100.333334828416	-2.9615894051252e-08	-7.8219399120228e-08	-0.000134543648691	0.00070126843	0.000213234437169	0.0008447695104984	0.0001762242189455	5.87414124424048e-05	0.0090258728722498	0.024499212953155	0.000914502867169	0.0015460379404984	165.45235197775085	2.8363260339043004	4.555539914332833	9.222056667314737	1.719213880428533	6.385730633410437	1.719213880428533	1.719213880428533
43	43.0	4.026989	0.769895113982509	0.0524479900523072	1200.00012516975	-1.31529374489958e-07	0.886122683982508	102.666668196519	-3.41836525421726e-08	-9.73457219477854e-08	-0.000146708272975	0.0007026989	0.0002461222983036	0.001051333797036	0.0001762239950261	5.87413378025829e-05	0.0090846142100524	0.0260620495832168	0.0009488211983036	0.001754032697036	168.78527313952534	2.893461825249006	4.623864531925653	9.588064452538378	1.7304027066766476	6.694602627289371	1.7304027066766476	1.7304027066766476
44	44.0	4.0420814	0.787392963547438	0.0524481189984814	1200.00012516975	-1.3572626462668e-07	0.903620533547438	105.000001564621	-3.75309099979703e-08	-9.81953546287098e-08	-0.0001514983819412	0.00070420814	0.0002702225519853	0.00106050982999	0.0001762240594992	5.87413592936142e-05	0.009143355569346	0.0269073303408676	0.0009744306919853	0.00176471796999	172.11819686617866	2.950597660563063	4.692189197581349	9.817394976794224	1.7415915370182855	6.866797316231161	1.7415915370182855	1.7415915370182855
45	45.0	4.0582771	0.804890888273045	0.052448171411123	1200.00012516975	-1.47286698092029e-07	0.921118458273045	107.333334932724	-4.12525767596993e-08	-1.0603412133233e-07	-0.0001545634324301	0.00070582771	0.0002970185526698	0.0011451685103891	0.0001762240857055	5.87413680290553e-05	0.0092020969373751	0.0275898086613773	0.0010028462626698	0.0018509962203891	175.45113490915142	3.007733741299739	4.760514110323568	10.01571576010972	1.7527803690238284	7.00798201880998	1.7527803690238284	1.7527803690238284
46	46.0	4.0758128	0.822388835539062	0.0524483260738993	1200.00012516975	-1.77987641364713e-07	0.938616405539062	109.666668300827	-4.86437204590778e-08	-1.29343920905635e-07	-0.0001712357586613	0.00070758128	0.0003502347873053	0.0013969143457808	0.0001762241630369	5.87413938061874e-05	0.0092608383311812	0.0297788551463574	0.0010578160673053	0.0021044956257808	178.7840772455356	3.064869895637753	4.828839101577029	10.501001986597487	1.763969205939276	7.436132090959733	1.763969205939276	1.763969205939276
47	47.0	4.0940976	0.839886770685054	0.0524482948575972	1200.00012516975	-1.91333758507729e-07	0.956114340685054	112.000001668929	-5.75524291601309e-08	-1.33781329347598e-07	-0.0001954150292135	0.00070940976	0.0004143774899529	0.001444838356954	0.0001762241474287	5.87413886034699e-05	0.0093195797197847	0.0328864835980468	0.0011237872499529	0.002154248116954	182.1170172733436	3.122006010400176	4.897164052263928	11.161256166177603	1.7751580418637523	8.039250155777427	1.7751580418637523	1.7751580418637523
48	48.0	4.1129336	0.857384773788527	0.0524486690551094	1200.00012516975	-1.9196669367747e-07	0.973612343788527	114.333335037032	-6.10281408998872e-08	-1.30938552777583e-07	-0.0002065262972237	0.00071129336	0.0004394026144791	0.0014141363699978	0.0001762243345275	5.87414509697284e-05	0.0093783211707544	0.0346128403344355	0.0011506959744791	0.0021254297299978	185.44997024543372	3.179142347064578	4.965489236732083	11.558411205195988	1.7863468896675048	8.37926885813141	1.7863468896675048	1.7863468896675048
49	49.0	4.1313362	0.874882770930657	0.0524486529167677	1200.00012516975	-1.57649009029001e-07	0.991110340930657	116.666668405135	-5.91937478117916e-08	-9.84552612172094e-08	-0.0002108789995317	0.00071313362	0.0004261949842449	0.0010633168211458	0.0001762243264583	5.87414482800045e-05	0.0094370626190344	0.0356025503119728	0.0011393286042449	0.0017764504411458	188.7829220820299	3.2362786642633696	5.033814401222303	11.815252555883788	1.797535736958933	8.578973891620418	1.797535736958933	1.797535736958933
50	50.0	4.1483989	0.892380805046459	0.0524487584537577	1200.00012516975	-1.96575450169258e-07	1.00860837504646	119.000001773237	-5.56795752044427e-08	-1.40895874964815e-07	-0.0002218813757496	0.00071483989	0.0004008929414719	0.00152167544962	0.0001762243792268	5.87414658695047e-05	0.009495804084904	0.0374038841076562	0.0011157328314719	0.00223651533962	192.1158809612305	3.293415102192523	5.102139689793285	12.22668904363256	1.8087245876007618	8.933273941440037	1.8087245876007618	1.8087245876007618
51	51.0	4.1632552	0.909878986573755	0.0524491149051125	1200.00012516975	-1.47067079323208e-07	1.02610655657376	121.33333514134	-5.03309558471096e-08	-9.67361234760984e-08	-0.0002702483781676	0.00071632552	0.0003623828820991	0.0010447501335418	0.0001762245574525	5.874152527807e-05	0.009554545610182	0.0437901370396179	0.0010787084020991	0.0017610756535418	195.4488679188114	3.3505520214653384	5.170465471023815	13.511443954760557	1.8199134495584761	10.160891933295218	1.8199134495584761	1.8199134495584761
52	52.0	4.173501	0.927377162736714	0.0524490085217077	1200.00012516975	-8.6785586507929e-08	1.04360473273671	123.666668509443	-4.72111378874231e-08	-3.95744486205059e-08	-0.0004112411793393	0.0007173501	0.0003399201927894	0.0004274040451014	0.0001762245042608	5.87415075475007e-05	0.0096132871177295	0.0618568266027946	0.0010572702927894	0.0011447541451014	198.7818538546114	3.40768892322191	5.238791231360862	17.02104391760745	1.8311023081389521	13.613354994385542	1.8311023081389521	1.8311023081389521
