Q [mAh]	U [V]
0.00578757716334114	3.5755273
0.00581526891143786	3.5754093
0.00584296069564091	3.5755273
0.00587065265271813	3.5756849
0.00589834440627446	3.5755669
0.00592603615328256	3.5756456
0.00595372790569233	3.5756062
0.00598141971830693	3.5756456
0.00600911151345819	3.5756849
0.00603680326262282	3.5757638
0.00606449502604289	3.5758425
0.00609218678837021	3.5758425
0.00611987870062805	3.5758032
0.00614757057785574	3.5758425
0.00617526232594417	3.5758818
0.00620295410905033	3.5758818
0.00623064583853301	3.5759608
0.00625833785909745	3.5759608
0.00628602966629383	3.5759608
0.00631372145159377	3.5760001
0.0063414131964205	3.5760394
0.00636910502329055	3.5760394
0.00639679676265766	3.5760001
0.00642448848888278	3.5761181
0.00645218027634753	3.5761577
0.00647987209120144	3.576197
0.0065075638359992	3.5761577
0.00653525557641768	3.5762757
0.00656294731465479	3.5762757
0.00659063910324954	3.5762757
0.0066183309279672	3.5761577
0.00664602277674609	3.5763546
0.00667371461674571	3.5762757
0.00670140645345466	3.5763546
0.00672909806912972	3.5763546
0.00675678984897004	3.5764333
0.00678448165181196	3.5764333
0.00681217336378578	3.5766302
0.00683986522901389	3.5765513
0.00686755713139971	3.5766302
0.00689524894408882	3.5765909
0.0069229407665713	3.5766696
0.00695063259454651	3.5766696
0.00697832452649044	3.5766696
0.0070060163085411	3.5767089
0.00703370819122427	3.5767878
0.00706140005643997	3.5767482
0.00708909191942877	3.5767878
0.00711678365109695	3.5768272
0.00714447540903671	3.5768665
0.00717216719977972	3.5768665
0.00719985890840491	3.5769848
0.00722755074069732	3.5769452
0.00725524246684793	3.5769058
0.0072829342685971	3.5769848
0.00731062604950948	3.5770634
0.00733831777136773	3.5771421
0.00736600957967341	3.5770241
0.00739370134089556	3.5771028
0.00742139302989675	3.5771421
0.00744908469923255	3.5771817
0.00747677640464157	3.5771817
0.00750446803349174	3.5771817
0.00753215966556635	3.577221
0.00755985138412151	3.577339
0.00758754311140627	3.577221
0.00761523483434485	3.577418
0.00764292657473435	3.577221
0.00767061777141359	3.577418
0.00769830898122241	3.5773786
0.00772600025660048	3.577418
0.00775369142587814	3.577418
0.00778138270448893	3.577418
0.00780907415058464	3.5775756
0.00783676591949331	3.577536
0.00786445754610416	3.577536
0.00789214935878913	3.577536
0.00791984105875923	3.5776936
0.00794753268756386	3.5776149
0.00797522441159106	3.5776936
0.00800291624066317	3.5777725
0.00803060807964454	3.5777725
0.00805830000720918	3.5776542
0.00808599185267256	3.5777329
0.00811368370692349	3.5778512
0.00814137548894104	3.5778118
0.00816906717356294	3.5778512
0.00819675894789398	3.5778118
0.00822445062922521	3.5779298
0.00825214224162201	3.5778905
0.00827983392734494	3.5779298
0.00830752561847783	3.5779298
0.00833521731954482	3.5780481
0.00836290893300954	3.5780874
0.00839060055308458	3.5780088
0.00841829218737367	3.5780481
0.0084459837964798	3.5781268
0.00847367542092171	3.5781268
0.00850136703879883	3.578245
0.00852905876828565	3.5781664
0.00855675042990595	3.5781664
0.0085844420981283	3.5781664
0.00861213368974626	3.5781664
0.00863982528797454	3.5782057
0.00866751693650666	3.578245
0.00869520861020933	3.5782844
0.00872290034294542	3.578245
0.00875059206699746	3.5784026
0.00877828373406496	3.5783633
0.0088059754022542	3.5783633
0.00883366710000154	3.5784026
0.00886135885789991	3.5783633
0.00888905042761316	3.5784026
0.00891674228625165	3.5784813
0.00894443409122113	3.57856
0.00897212582840688	3.578442
0.00899981766403963	3.5785996
0.00902750938037617	3.5785996
0.0090552010716084	3.57856
0.00908289276391268	3.5786782
0.00911058436541921	3.5786389
0.00913827607960337	3.5786782
0.00916596780035231	3.5787176
0.00919365950689134	3.5787569
0.00922135124615497	3.5787176
0.00924904284105533	3.5789145
0.0092767345978775	3.5787176
0.00930442625734955	3.5787569
0.00933211788287179	3.5788752
0.00935980958499842	3.5788358
0.00938750127181825	3.5789145
0.00941519294334369	3.5789539
0.00944288460495571	3.5789539
0.00947057632569224	3.5789145
0.00949826807594962	3.5789539
0.00952595976164358	3.5789145
0.00955365148784386	3.5789934
0.00958134321291	3.5790328
0.00960903488660024	3.5790721
0.00963672650228772	3.5790328
0.00966441824716412	3.5791115
0.00969210991755128	3.5791508
0.00971980167989102	3.5790721
0.00974749349036565	3.5791115
0.00977518526150948	3.5791115
0.0098028769209774	3.5791508
0.00983056859690282	3.5792297
0.00985826028914087	3.579269
0.00988595206019779	3.579269
0.00991364371422264	3.5792297
0.0099413353506724	3.5793084
0.00996902695977439	3.5792297
0.00999671866629273	3.579466
0.0100244104460958	3.5793873
0.0100521021744981	3.5793084
0.0100797938372319	3.5795447
0.0101074855404513	3.5793873
0.0101351772851911	3.5794266
0.0101628689774912	3.5794266
0.010190560626044	3.5795053
0.0102182524572892	3.5795053
0.0102459442480819	3.5795447
0.0102736359371245	3.5795053
0.0103013276283195	3.5795842
0.0103290193391716	3.5796236
0.0103567111025999	3.5795447
0.0103844028025162	3.5795842
0.0104120946556868	3.5795842
0.0104397862779473	3.5796629
0.0104674780478991	3.5797023
0.0104951697369168	3.5797023
0.0105228615145427	3.5797023
0.0105505533469013	3.5797023
0.0105782452525695	3.5797416
0.0106059369765926	3.5797812
0.0106336287213779	3.5798205
0.0106613205209085	3.5798205
0.0106890122986212	3.5798992
0.0107167041693131	3.5799385
0.0107443958867176	3.5798205
0.010772087733311	3.5798992
0.0107997795711333	3.5798992
0.0108274713980117	3.5799385
0.0108551633113292	3.5798992
0.0108828551798314	3.5799781
0.0109105470624814	3.5800174
0.0109382389823885	3.5800174
0.0109659308552742	3.5800568
0.0109936227204568	3.5800568
0.0110213145769181	3.5800961
0.0110490064278411	3.5800568
0.0110766982339571	3.5800961
0.0111043901428829	3.5800961
0.0111320820912305	3.580175
0.011159773964112	3.580175
0.0111874659310737	3.5801355
0.0112151577830935	3.580175
0.0112428496668943	3.5802144
0.0112705414839586	3.5802144
0.0112982334432296	3.580372
0.0113259252788458	3.5802931
0.0113536172589453	3.5803324
0.0113813091427709	3.5802537
0.0114090010539111	3.5804113
0.0114366929245368	3.580372
0.0114643848137723	3.5802144
0.0114920766319252	3.5804506
0.0115197684314102	3.5804113
0.0115474602178153	3.5804506
0.0115751519440487	3.5804506
0.011602843753414	3.5804506
0.0116305354314753	3.5805293
0.0116582271554942	3.5804506
0.0116859189408314	3.5805293
0.0117136102534375	3.5806082
0.011741301584608	3.5805687
0.0117689928774784	3.5805687
0.0117966840489333	3.5806869
0.011824375629603	3.5807263
0.0118520674006434	3.5808052
0.0118797591280027	3.5806869
0.0119074508663184	3.5806869
0.011935142703077	3.5807656
0.0119628345495959	3.5808052
0.0119905262780024	3.5807263
0.0120182179713498	3.5806869
0.012045909605643	3.5808052
0.0120736013394718	3.5808052
0.0121012929693941	3.5808052
0.0121289846671455	3.5808445
0.0121566762620211	3.5808445
0.0121843679520943	3.5808839
0.0122120596892511	3.5808839
0.0122397513421832	3.5809232
0.0122674430115314	3.5810021
0.0122951347475747	3.5808445
0.0123228264245639	3.5808839
0.0123505181901654	3.5809232
0.0123782099404807	3.5809232
0.012405901710478	3.5810415
0.0124335934684012	3.5811201
0.0124612852318171	3.5810415
0.0124889769438696	3.5810415
0.0125166686635133	3.5811595
0.0125443604269044	3.5810808
0.0125720522023034	3.581199
0.0125997440292024	3.581199
0.0126274358156241	3.581199
0.0126551275987633	3.581199
0.0126828193370087	3.5810415
0.0127105109975363	3.581199
0.0127382026985536	3.5813564
0.0127658944302218	3.5812777
0.0127935861323112	3.581199
0.0128212778563011	3.5812384
0.0128489695398178	3.5812777
0.0128766613656489	3.5812777
0.0129043530601346	3.581396
0.0129320448279008	3.581396
0.0129597365814447	3.5813564
0.012987428322956	3.581396
0.0130151200403935	3.581396
0.0130428117962182	3.581396
0.0130705034951038	3.581396
0.0130981951611117	3.5815533
0.0131258867329773	3.5814747
0.0131535784788719	3.581514
0.0131812700584489	3.581396
0.0132089617244485	3.5815929
0.0132366534156476	3.5815929
0.0132643450740228	3.581514
0.0132920366437319	3.581514
0.0133197284191847	3.5815533
0.0133474203489183	3.5816323
0.0133751121943444	3.5815929
0.0134028039446349	3.5816323
0.0134304957299348	3.5817109
0.0134581874386056	3.5816716
0.0134858793486199	3.5816323
0.0135135710715503	3.5817109
0.0135412628087029	3.5817109
0.0135689547143752	3.5817503
0.0135966465237116	3.5817109
0.0136243382794203	3.5817109
0.0136520294048927	3.5817898
0.0136797206310969	3.5817898
0.0137074121482629	3.5818685
0.0137351039619496	3.5818292
0.0137627957461195	3.5817898
0.0137904874208983	3.5817503
0.0138181790682922	3.5818685
0.0138458708426356	3.5819079
0.0138735625217482	3.5819868
0.0139012543026358	3.5819868
0.0139289460102345	3.5819868
0.0139566377200228	3.5819472
0.0139843293805793	3.5819868
0.0140120212293333	3.5819868
0.0140397130102706	3.5821048
0.0140674046915811	3.5821441
0.01409509629524	3.5819868
0.0141227879470421	3.5821048
0.0141504796754321	3.5821441
0.0141781713239435	3.5821048
0.0142058630413976	3.5820655
0.01423355469868	3.5821441
0.0142612465386755	3.5821441
0.0142889383338061	3.5821441
0.0143166300654618	3.5821837
0.0143443218003959	3.5821441
0.0143720136557354	3.5822624
0.0143997055438575	3.5823017
0.014427397437464	3.5823017
0.014455089279674	3.5822624
0.014482781062805	3.5822231
0.014510472871061	3.5822624
0.0145381645917479	3.5823017
0.0145658564591615	3.58242
0.0145935482422883	3.5823411
0.014621239933504	3.58242
0.0146489317242801	3.5823017
0.0146766233530889	3.5823806
0.0147043150672565	3.58242
0.014732006928097	3.5823806
0.0147596986882306	3.5824593
0.0147873905151668	3.5824987
0.0148150822304603	3.5824593
0.0148427739610399	3.5824987
0.0148704657550405	3.582538
0.0148981575819188	3.5824593
0.0149258493639487	3.5824593
0.0149535409949472	3.5826169
0.0149812326456317	3.582538
0.0150089244309192	3.582538
0.0150366162533934	3.582538
0.0150643081470331	3.5826563
0.015091999930193	3.5826563
0.015119691702351	3.5826563
0.0151473833716371	3.582538
0.01517507523903	3.5827349
0.0152027670188538	3.5826956
0.0152304585841712	3.5826563
0.015258149813604	3.5827349
0.0152858416218973	3.5827743
0.0153135334652041	3.5827349
0.0153412252373083	3.5827743
0.0153689169098975	3.5828139
0.0153966085661037	3.5828139
0.0154243003492471	3.5828532
0.0154519922286893	3.5828925
0.0154796840391639	3.5828139
0.0155073758386945	3.5828532
0.0155350677454885	3.5829319
0.0155627595242403	3.5828925
0.0155904514518339	3.5828925
0.0156181433586155	3.5828925
0.0156458347576277	3.5828532
0.0156735260078766	3.5829712
0.0157012171891166	3.5828532
0.0157289083900717	3.5829319
0.0157565996797259	3.5829712
0.0157842909814169	3.5829712
0.0158119822075632	3.5829712
0.0158396734523194	3.5830108
0.0158673646740988	3.5831288
0.015895055991047	3.5830108
0.0159227477916868	3.5830895
0.0159504396491539	3.5831288
0.0159781313852304	3.5830501
0.0160058230818932	3.5831288
0.0160335148124976	3.5831288
0.016061206497103	3.5832471
0.0160888982616158	3.5831681
0.0161165900687832	3.5831288
0.0161442818628459	3.5832077
0.0161719735441564	3.5832077
0.0161996652692887	3.5833257
0.0162273569911056	3.5832864
0.0162550488016009	3.5833257
0.01628274061203	3.5833257
0.0163104320941865	3.5834047
0.016338123900286	3.5832471
0.0163658156812191	3.5832471
0.0163935074063391	3.5833651
0.0164211991653757	3.5834047
0.0164488910217956	3.5834833
0.0164765828585045	3.5833651
0.0165042746054836	3.5835227
0.0165319664312899	3.583444
0.0165596582384283	3.583444
0.0165873499033517	3.583444
0.016615041559529	3.583444
0.0166427332715028	3.5834833
0.0166704250501924	3.5834833
0.0166981168191052	3.5834833
0.0167258085047992	3.5834833
0.0167535003623449	3.583562
0.016781192074356	3.583562
0.0168088838082097	3.5837196
0.0168365755639598	3.5835227
0.0168642674094439	3.5836016
0.0168919591936386	3.5837196
0.0169196510697901	3.5836803
0.0169473428977488	3.5836803
0.0169750346666574	3.5836803
0.0170027264476112	3.5836803
0.017030418267933	3.5837589
0.017058110041192	3.5837196
0.0170858019009439	3.5836409
0.0171134937836271	3.5836803
0.0171411856378284	3.5837985
0.0171688774821576	3.5837985
0.0171965692969826	3.5837985
0.0172242612136238	3.5837589
0.0172519531324092	3.5837985
0.0172796450139996	3.5838379
0.0173073369798602	3.5837589
0.0173350288187712	3.5839165
0.0173627206577112	3.5838379
0.0173904124582931	3.5839559
0.0174181043234343	3.5839559
0.0174457962007034	3.5838379
0.0174734880877535	3.5838772
0.0175011798566207	3.5838772
0.0175288716353228	3.5840348
0.0175565634249689	3.5840741
0.0175842552234481	3.5840348
0.017611946917913	3.5839955
0.0176396387020912	3.5841528
0.0176673304972384	3.5840348
0.0176950223339349	3.5840741
0.0177227140546383	3.5839955
0.0177504058432082	3.5840348
0.0177780976274154	3.5840741
0.0178057894598155	3.5841135
0.0178334812538574	3.5840741
0.0178611729844494	3.5840741
0.0178888646931325	3.5841528
0.0179165563515284	3.5840741
0.0179442481707409	3.5840741
0.0179719398706738	3.5841924
0.0179996315990388	3.5841924
0.0180273233942232	3.5841924
0.0180550152156461	3.5842317
0.0180827070687794	3.5842317
0.0181103988617369	3.5842317
0.0181380907531331	3.5843104
0.0181657825515916	3.5841924
0.018193474342376	3.5843104
0.0182211660882913	3.5842317
0.0182488579020442	3.5842711
0.0182765497212816	3.5842317
0.0183042414310285	3.5843104
0.0183319328059711	3.5842317
0.0183596241436692	3.5843893
0.0183873153895388	3.5843497
0.0184150067130932	3.5843893
0.0184426979272316	3.5843497
0.018470389040663	3.5843497
0.0184980806705645	3.5845073
0.0185257724372297	3.5845073
0.0185534640638365	3.584468
0.018581155656572	3.584468
0.0186088473411898	3.5843893
0.0186365391024451	3.5845073
0.018664230720318	3.5845073
0.0186919222572239	3.584468
0.0187196139112322	3.5845863
0.0187473055006481	3.5845863
0.0187749971929607	3.5845863
0.0188026890056001	3.5846256
0.0188303807252687	3.5845467
0.0188580723541189	3.5846649
0.0188857641043348	3.5845467
0.0189134558425554	3.5846256
0.0189411475501458	3.5847043
0.0189688392566683	3.5846649
0.0189965311021606	3.5847043
0.019024222892945	3.5846649
0.0190519145841317	3.5848225
0.0190796062709639	3.5847043
0.0191072980540867	3.5846649
0.0191349897901176	3.5847436
0.0191626815808813	3.5847436
0.0191903733344542	3.5847043
0.0192180650015589	3.5848225
0.0192457567584266	3.584783
0.0192734485459286	3.584783
0.0193011401900897	3.5848225
0.0193288317553947	3.5849012
0.0193565234334063	3.5848619
0.0193842150359684	3.5848619
0.0194119067238478	3.5849012
0.0194395984150594	3.5848619
0.019467290030722	3.5849012
0.019494981706577	3.5849405
0.019522673427297	3.5849405
0.0195503650977007	3.5848619
0.019578056857855	3.5849012
0.0196057484812082	3.5849012
0.0196334402544341	3.5850195
0.01966113189636	3.5849799
0.0196888236279868	3.5849405
0.0197165153925162	3.5850195
0.0197442070749361	3.5849799
0.0197718987344288	3.5850195
0.019799590479239	3.5849405
0.0198272822546793	3.5849799
0.0198549739316189	3.5851375
0.0198826655889344	3.5851768
0.0199103573447259	3.5850588
0.019938049085132	3.5850588
0.0199657408178805	3.5850981
0.0199934325462497	3.5851768
0.020021124228653	3.5851768
0.0200488159614387	3.5851768
0.0200765076777836	3.5851375
0.0201041994062273	3.5851375
0.0201318911640967	3.5852557
0.0201595828181298	3.5852164
0.020187274393311	3.5851375
0.020214965558259	3.5852164
0.0202426568183013	3.5852951
0.020270348056472	3.5852951
0.0202980393340852	3.5853344
0.0203257306356811	3.5852951
0.0203534217906619	3.5853344
0.0203811137422878	3.5853738
0.0204088056370368	3.5853344
0.0204364974146874	3.5854133
0.0204641891999957	3.5854133
0.020491881100167	3.5853344
0.0205195729762398	3.5853344
0.0205472648588775	3.5854527
0.0205749568061448	3.5855707
0.0206026486625978	3.5853344
0.0206303406021744	3.5854133
0.020658032482701	3.5854527
0.0206857241541396	3.5853344
0.0207134159481981	3.5855707
0.0207411076656481	3.5854133
0.0207687994859243	3.585492
0.0207964912865435	3.5854527
0.0208241831199701	3.5855313
0.0208518748779264	3.585492
0.0208795667452779	3.5855707
0.020907258470431	3.585492
0.0209349504318502	3.5856103
0.0209626421930972	3.5855313
0.0209903340769187	3.5855707
0.0210180258895747	3.5856889
0.021045717566568	3.5856496
0.0210734093835743	3.5856889
0.0211011011787049	3.5855313
0.0211287929377746	3.5856889
0.0211564847613664	3.5856103
0.0211841765258544	3.5856496
0.0212118682159401	3.5856496
0.0212395599530513	3.5856889
0.0212672517799089	3.5856103
0.0212949435488217	3.5857283
0.0213226353724135	3.5857283
0.0213503271839726	3.5857676
0.0213780190184837	3.5856889
0.0214057108497454	3.5858072
0.0214334026941326	3.5857283
0.021461094394111	3.5858859
0.0214887862570956	3.5858465
0.0215164781452384	3.5858465
0.0215441698605277	3.5858859
0.0215718615659409	3.5858859
0.0215995532735479	3.5858072
0.0216272451333288	3.5859646
0.0216549368497067	3.5858859
0.0216826286317491	3.5858465
0.0217103203415291	3.5859252
0.0217380121301032	3.5859252
0.021765703946025	3.5859252
0.0217933952082901	3.5859252
0.0218210865570067	3.5860435
0.0218487783073261	3.5859646
0.0218764699765791	3.5860041
0.0219041617553267	3.5860435
0.0219318535931657	3.5859252
0.0219595453544458	3.5860041
0.0219872370817429	3.5860828
0.0220149288440661	3.5860041
0.0220426207234835	3.5860435
0.0220703124540382	3.5860435
0.0220980042502864	3.5861615
0.022125696139526	3.5860435
0.0221533878996182	3.5860041
0.0221810796826747	3.5861222
0.0222087713695111	3.5861222
0.0222364631952842	3.5860435
0.0222641549532778	3.5860435
0.0222918466893087	3.5862011
0.0223195384264323	3.5862011
0.0223472301887638	3.5861615
0.0223749219642041	3.5863584
0.0224026136696256	3.5862011
0.0224303053410972	3.5862404
0.0224579971187438	3.5862011
0.02248568889204	3.5862404
0.0225133806357491	3.5862404
0.0225410722766196	3.5862797
0.022568764007195	3.5862404
0.0225964556841594	3.5863191
0.0226241475121304	3.5863191
0.0226518392635261	3.586398
0.0226795309054438	3.5862797
0.0227072226655607	3.5863584
0.0227349143053053	3.586398
0.0227626060851456	3.586398
0.0227902978168552	3.5863584
0.0228179896535724	3.5864767
0.022845681496842	3.5863584
0.0228733732504356	3.5864373
0.0229010650029199	3.5864373
0.0229287567849085	3.586516
0.022956448573466	3.5864767
0.0229841404004064	3.5864767
0.0230118322765289	3.5864767
0.0230395240728102	3.5864373
0.0230672158121566	3.5865554
0.0230949076357567	3.586398
0.0231225994035353	3.5865554
0.0231502912698272	3.5864767
0.0231779831546876	3.5865949
0.0232056749958255	3.5865554
0.023233366863206	3.5866736
0.0232610588126505	3.5866736
0.0232887505235357	3.5865949
0.0233164420779546	3.5865949
0.0233441338950106	3.5866343
0.0233718257011308	3.5865554
0.0233995174163746	3.5866736
0.0234272091688381	3.5866736
0.023454900887385	3.5866343
0.0234825926146946	3.5866343
0.0235102842959762	3.5866736
0.0235379760910985	3.586713
0.0235656677440099	3.586713
0.0235933595183326	3.5866343
0.0236210511646751	3.5866736
0.0236487429400658	3.5866343
0.0236764345633735	3.5867523
0.0237041263826316	3.586713
0.0237318180070776	3.586713
0.0237595096063573	3.5867916
0.0237872012187706	3.5868312
0.0238148929821948	3.5867916
0.0238425847291698	3.5867523
0.0238702765035174	3.5868705
0.0238979682362783	3.5868705
0.0239256600083949	3.5869099
0.0239533517334859	3.5867916
0.0239810434607872	3.5869099
0.0240087352493612	3.5869099
0.0240364270073175	3.5869492
0.024064118728083	3.5869886
0.0240918105035358	3.5869099
0.0241195022756855	3.5869492
0.0241471940631833	3.5869492
0.0241748858101666	3.5869492
0.0242025775615002	3.5869492
0.024230269333654	3.5869492
0.0242579610773673	3.5869886
0.0242856527849701	3.5870281
0.0243133446041909	3.5871068
0.0243410363248653	3.5870281
0.0243687282130081	3.5870675
0.0243964200300144	3.5870675
0.0244241117605857	3.5871068
0.0244518034955528	3.5871462
0.0244794953552344	3.5872251
0.0245071871120897	3.5870281
0.0245348785034816	3.5870281
0.0245625697831975	3.5871068
0.0245902610596642	3.5870675
0.0246179523700393	3.5871462
0.0246456436946284	3.5871855
0.0246733350072346	3.5870281
0.0247010262487166	3.5870675
0.024728717522973	3.5871462
0.0247564088322553	3.5872251
0.0247841000540472	3.5871855
0.0248117915515684	3.5872644
0.024839483422161	3.5872251
0.0248671753366126	3.5873038
0.0248948671897542	3.5872644
0.0249225590866721	3.5871855
0.0249502508478819	3.5873038
0.0249779427185572	3.5872644
0.0250056345891994	3.5873038
0.0250333263734024	3.5873431
0.0250610181619972	3.5872644
0.0250887099615195	3.5873824
0.0251164017555904	3.5873431
0.0251440936174865	3.5874613
0.0251717854257797	3.587422
0.0251994771957398	3.5873824
0.0252271690280818	3.5873824
0.0252548607368064	3.58754
0.0252825525877335	3.5872644
0.0253102443424033	3.5873824
0.0253379361868153	3.5873824
0.0253656278495573	3.587422
0.025393319616235	3.5874613
0.0254210115065343	3.5874613
0.0254487033334085	3.5874613
0.0254763951734329	3.5873824
0.0255040870703302	3.58754
0.0255317789967482	3.5875007
0.0255594708214328	3.58754
0.0255871626603521	3.5875007
0.0256148545014941	3.5874613
0.0256425462977505	3.58754
0.0256702381016976	3.5875007
0.025697929893521	3.5876189
0.025725621660211	3.58754
0.0257533135407625	3.58754
0.0257810053752818	3.5876583
0.0258086972218421	3.587737
0.0258363890125892	3.5875794
0.0258640807716176	3.5876189
0.0258917725940959	3.5876189
0.0259194644679916	3.5876189
