U [V]	Q [mAh]
3.548509	0.00131091517888424
3.5484697	0.00131091517888424
3.5484697	0.00131091517888424
3.5484697	0.00131091517888424
3.5485483	0.00131091517888424
3.548509	0.00131091517888424
3.5484303	0.00131091517888424
3.5484697	0.00131091517888424
3.5484697	0.00131091517888424
3.5484697	0.00131091517888424
3.5484303	0.00131091517888424
3.5484697	0.00131091517888424
3.5484303	0.00131091517888424
3.548509	0.00131091517888424
3.5484303	0.00131091517888424
3.5484697	0.00131091517888424
3.5484697	0.00131091517888424
3.5484303	0.00131091517888424
3.548509	0.00131091517888424
3.5484303	0.00131091517888424
3.5483907	0.00131091517888424
3.5483907	0.00131091517888424
3.5484303	0.00131091517888424
3.5484303	0.00131091517888424
3.548509	0.00131091517888424
3.548509	0.00131091517888424
3.5483907	0.00131091517888424
3.5484303	0.00131091517888424
3.5484303	0.00131091517888424
3.5484697	0.00131091517888424
3.5483907	0.00131091517888424
3.5483514	0.00131091517888424
3.5483514	0.00131091517888424
3.5484303	0.00131091517888424
3.5483907	0.00131091517888424
3.5484303	0.00131091517888424
3.5482727	0.00131091517888424
3.5483907	0.00131091517888424
3.5483907	0.00131091517888424
3.5484697	0.00131091517888424
3.5483907	0.00131091517888424
3.5483514	0.00131091517888424
3.5483514	0.00131091517888424
3.5483514	0.00131091517888424
3.5484303	0.00131091517888424
3.5483514	0.00131091517888424
3.5484697	0.00131091517888424
3.5483514	0.00131091517888424
3.5483907	0.00131091517888424
3.5483514	0.00131091517888424
3.5483514	0.00131091517888424
3.5483514	0.00131091517888424
3.5483121	0.00131091517888424
3.5483907	0.00131091517888424
3.5483907	0.00131091517888424
3.5483514	0.00131091517888424
3.5484303	0.00131091517888424
3.5483121	0.00131091517888424
3.5483907	0.00131091517888424
3.5483514	0.00131091517888424
3.5482331	0.00131091517888424
3.5483121	0.00131091517888424
3.5482727	0.00131091517888424
3.5482727	0.00131091517888424
3.5482727	0.00131091517888424
3.5483121	0.00131091517888424
3.5482727	0.00131091517888424
3.5483514	0.00131091517888424
3.5483121	0.00131091517888424
3.5484303	0.00131091517888424
3.5483907	0.00131091517888424
3.5482727	0.00131091517888424
3.5483514	0.00131091517888424
3.5483121	0.00131091517888424
3.5482727	0.00131091517888424
3.5483121	0.00131091517888424
3.5483121	0.00131091517888424
3.5483514	0.00131091517888424
3.5482727	0.00131091517888424
3.5484303	0.00131091517888424
3.5482727	0.00131091517888424
3.5483121	0.00131091517888424
3.5483514	0.00131091517888424
3.5482727	0.00131091517888424
3.5483121	0.00131091517888424
3.5483514	0.00131091517888424
3.5483907	0.00131091517888424
3.5482331	0.00131091517888424
3.5482727	0.00131091517888424
3.5483121	0.00131091517888424
3.5483514	0.00131091517888424
3.5484303	0.00131091517888424
3.5483121	0.00131091517888424
3.5482727	0.00131091517888424
3.5484303	0.00131091517888424
3.5483121	0.00131091517888424
3.5483121	0.00131091517888424
3.5483514	0.00131091517888424
3.5483907	0.00131091517888424
3.5483514	0.00131091517888424
3.5483121	0.00131091517888424
3.5483514	0.00131091517888424
3.5483514	0.00131091517888424
3.5482727	0.00131091517888424
3.5483121	0.00131091517888424
3.5482727	0.00131091517888424
3.5483121	0.00131091517888424
3.5482727	0.00131091517888424
3.5483121	0.00131091517888424
3.5483514	0.00131091517888424
3.5483514	0.00131091517888424
3.5482727	0.00131091517888424
3.5484303	0.00131091517888424
3.5483907	0.00131091517888424
3.5483907	0.00131091517888424
3.5483514	0.00131091517888424
3.5483514	0.00131091517888424
3.5483121	0.00131091517888424
3.5483907	0.00131091517888424
3.5483907	0.00131091517888424
3.5484697	0.00131091517888424
3.5483514	0.00131091517888424
3.5483514	0.00131091517888424
3.5482727	0.00131091517888424
3.5483907	0.00131091517888424
3.5484303	0.00131091517888424
3.5482727	0.00131091517888424
3.5483907	0.00131091517888424
3.5482727	0.00131091517888424
3.5483514	0.00131091517888424
3.5484697	0.00131091517888424
3.5483514	0.00131091517888424
3.5483907	0.00131091517888424
3.5483514	0.00131091517888424
3.5483907	0.00131091517888424
3.5483514	0.00131091517888424
3.5483907	0.00131091517888424
3.5483907	0.00131091517888424
3.5484697	0.00131091517888424
3.5484303	0.00131091517888424
3.5483514	0.00131091517888424
3.5483907	0.00131091517888424
3.5483907	0.00131091517888424
3.5484303	0.00131091517888424
3.5483121	0.00131091517888424
3.5484697	0.00131091517888424
3.5484303	0.00131091517888424
3.5484303	0.00131091517888424
3.5484697	0.00131091517888424
3.5484697	0.00131091517888424
3.5482727	0.00131091517888424
3.5483121	0.00131091517888424
3.5483121	0.00131091517888424
3.5483514	0.00131091517888424
3.548509	0.00131091517888424
3.5484697	0.00131091517888424
3.5483907	0.00131091517888424
3.5483514	0.00131091517888424
3.5484303	0.00131091517888424
3.548509	0.00131091517888424
3.5484303	0.00131091517888424
3.548509	0.00131091517888424
3.5482727	0.00131091517888424
3.5484697	0.00131091517888424
3.5484697	0.00131091517888424
3.5484303	0.00131091517888424
3.5484303	0.00131091517888424
3.5483514	0.00131091517888424
3.5484697	0.00131091517888424
3.5483514	0.00131091517888424
3.548509	0.00131091517888424
3.5483514	0.00131091517888424
3.5483907	0.00131091517888424
3.5484697	0.00131091517888424
3.5484697	0.00131091517888424
3.5484303	0.00131091517888424
3.5484697	0.00131091517888424
3.5484303	0.00131091517888424
3.5484697	0.00131091517888424
3.5485483	0.00131091517888424
3.548509	0.00131091517888424
3.548509	0.00131091517888424
3.5484697	0.00131091517888424
3.548509	0.00131091517888424
3.548509	0.00131091517888424
3.5484697	0.00131091517888424
3.548509	0.00131091517888424
3.5485483	0.00131091517888424
3.5484697	0.00131091517888424
3.548509	0.00131091517888424
3.5485483	0.00131091517888424
3.5484697	0.00131091517888424
3.5485483	0.00131091517888424
3.5485483	0.00131091517888424
3.548509	0.00131091517888424
3.5484303	0.00131091517888424
3.5484697	0.00131091517888424
3.5485879	0.00131091517888424
3.5484303	0.00131091517888424
3.548509	0.00131091517888424
3.5485483	0.00131091517888424
3.548509	0.00131091517888424
3.5486273	0.00131091517888424
3.5485483	0.00131091517888424
3.5485483	0.00131091517888424
3.5484697	0.00131091517888424
3.5485483	0.00131091517888424
3.5485879	0.00131091517888424
3.548509	0.00131091517888424
3.548509	0.00131091517888424
3.5486666	0.00131091517888424
3.5485879	0.00131091517888424
3.5485879	0.00131091517888424
3.5485483	0.00131091517888424
3.5485879	0.00131091517888424
3.5485879	0.00131091517888424
3.5486273	0.00131091517888424
3.548509	0.00131091517888424
3.5486666	0.00131091517888424
3.5485483	0.00131091517888424
3.5486666	0.00131091517888424
3.5486666	0.00131091517888424
3.5485879	0.00131091517888424
3.5485879	0.00131091517888424
3.5485483	0.00131091517888424
3.5485483	0.00131091517888424
3.5486273	0.00131091517888424
3.5486273	0.00131091517888424
3.5485879	0.00131091517888424
3.548509	0.00131091517888424
3.5486273	0.00131091517888424
3.5484697	0.00131091517888424
3.5486273	0.00131091517888424
3.548509	0.00131091517888424
3.5485879	0.00131091517888424
3.5485879	0.00131091517888424
3.5485483	0.00131091517888424
3.5486666	0.00131091517888424
3.5487059	0.00131091517888424
3.5486666	0.00131091517888424
3.5485879	0.00131091517888424
3.5486666	0.00131091517888424
3.5487059	0.00131091517888424
3.5486273	0.00131091517888424
3.5486273	0.00131091517888424
3.5487059	0.00131091517888424
3.5486273	0.00131091517888424
3.5486273	0.00131091517888424
3.5486666	0.00131091517888424
3.5486666	0.00131091517888424
3.5487059	0.00131091517888424
3.5486666	0.00131091517888424
3.5486666	0.00131091517888424
3.5486273	0.00131091517888424
3.5485879	0.00131091517888424
3.5487059	0.00131091517888424
3.5487059	0.00131091517888424
3.5487455	0.00131091517888424
3.5487059	0.00131091517888424
3.5486666	0.00131091517888424
3.5486273	0.00131091517888424
3.5486666	0.00131091517888424
3.5486666	0.00131091517888424
3.5485483	0.00131091517888424
3.5485879	0.00131091517888424
3.5486273	0.00131091517888424
3.5487455	0.00131091517888424
3.5485879	0.00131091517888424
3.5486666	0.00131091517888424
3.5487059	0.00131091517888424
3.5487059	0.00131091517888424
3.5487455	0.00131091517888424
3.5487455	0.00131091517888424
3.5487455	0.00131091517888424
3.5487455	0.00131091517888424
3.5487059	0.00131091517888424
3.5486666	0.00131091517888424
3.5487455	0.00131091517888424
3.5487059	0.00131091517888424
3.5487455	0.00131091517888424
3.5487455	0.00131091517888424
3.5487848	0.00131091517888424
3.5488242	0.00131091517888424
3.5488638	0.00131091517888424
3.5487455	0.00131091517888424
3.5488638	0.00131091517888424
3.5487848	0.00131091517888424
3.5487848	0.00131091517888424
3.5488242	0.00131091517888424
3.5488638	0.00131091517888424
3.5487455	0.00131091517888424
3.5487059	0.00131091517888424
3.5488242	0.00131091517888424
3.5489424	0.00131091517888424
3.5487848	0.00131091517888424
3.5487848	0.00131091517888424
3.5488638	0.00131091517888424
3.5487059	0.00131091517888424
3.5488638	0.00131091517888424
3.5488242	0.00131091517888424
3.5488638	0.00131091517888424
3.5488242	0.00131091517888424
3.5488638	0.00131091517888424
3.5489031	0.00131091517888424
3.5487455	0.00131091517888424
3.5488638	0.00131091517888424
3.5488242	0.00131091517888424
3.5488242	0.00131091517888424
3.5489424	0.00131091517888424
3.5488242	0.00131091517888424
3.5488638	0.00131091517888424
3.5488638	0.00131091517888424
3.5489424	0.00131091517888424
3.5488242	0.00131091517888424
3.5489031	0.00131091517888424
3.5488242	0.00131091517888424
3.5489031	0.00131091517888424
3.5489031	0.00131091517888424
3.5489031	0.00131091517888424
3.5489031	0.00131091517888424
3.5489031	0.00131091517888424
3.5488638	0.00131091517888424
3.5489031	0.00131091517888424
3.5488638	0.00131091517888424
3.5488638	0.00131091517888424
3.5488638	0.00131091517888424
3.5488242	0.00131091517888424
3.5489424	0.00131091517888424
3.5489424	0.00131091517888424
3.5489424	0.00131091517888424
3.5489031	0.00131091517888424
3.5489818	0.00131091517888424
3.5489424	0.00131091517888424
3.5488242	0.00131091517888424
3.5489424	0.00131091517888424
3.5489818	0.00131091517888424
3.5489031	0.00131091517888424
3.5489031	0.00131091517888424
3.5489424	0.00131091517888424
3.5489031	0.00131091517888424
3.5489031	0.00131091517888424
3.5489424	0.00131091517888424
3.5490214	0.00131091517888424
3.5489031	0.00131091517888424
3.5489424	0.00131091517888424
3.5489424	0.00131091517888424
3.5489424	0.00131091517888424
3.5489031	0.00131091517888424
3.5489818	0.00131091517888424
3.5489424	0.00131091517888424
3.5489424	0.00131091517888424
3.5489818	0.00131091517888424
3.5489818	0.00131091517888424
3.5489818	0.00131091517888424
3.5489818	0.00131091517888424
3.5490214	0.00131091517888424
3.5490214	0.00131091517888424
3.5490607	0.00131091517888424
3.5490214	0.00131091517888424
3.5490214	0.00131091517888424
3.5490607	0.00131091517888424
3.5490214	0.00131091517888424
3.5491	0.00131091517888424
3.5489424	0.00131091517888424
3.5490607	0.00131091517888424
3.5489818	0.00131091517888424
3.5490607	0.00131091517888424
3.5489424	0.00131091517888424
3.5490607	0.00131091517888424
3.5489818	0.00131091517888424
3.5490607	0.00131091517888424
3.5490214	0.00131091517888424
3.549179	0.00131091517888424
3.5490607	0.00131091517888424
3.5491	0.00131091517888424
3.5491394	0.00131091517888424
3.5490214	0.00131091517888424
3.5490607	0.00131091517888424
3.5491394	0.00131091517888424
3.5491394	0.00131091517888424
3.5490607	0.00131091517888424
3.5491	0.00131091517888424
3.549179	0.00131091517888424
3.5489818	0.00131091517888424
3.549179	0.00131091517888424
3.5490607	0.00131091517888424
3.5490607	0.00131091517888424
3.5491394	0.00131091517888424
3.549179	0.00131091517888424
3.5491394	0.00131091517888424
3.5490607	0.00131091517888424
3.5490607	0.00131091517888424
3.5492183	0.00131091517888424
3.5491394	0.00131091517888424
3.5492576	0.00131091517888424
3.5491394	0.00131091517888424
3.5491	0.00131091517888424
3.549179	0.00131091517888424
3.549179	0.00131091517888424
3.5491	0.00131091517888424
3.5491394	0.00131091517888424
3.549179	0.00131091517888424
3.549179	0.00131091517888424
3.5490607	0.00131091517888424
3.5492183	0.00131091517888424
3.5491394	0.00131091517888424
3.549179	0.00131091517888424
3.5491	0.00131091517888424
3.5492576	0.00131091517888424
3.5492183	0.00131091517888424
3.549179	0.00131091517888424
3.5492183	0.00131091517888424
3.549179	0.00131091517888424
3.549179	0.00131091517888424
3.5492576	0.00131091517888424
3.5492576	0.00131091517888424
3.5492576	0.00131091517888424
3.5491	0.00131091517888424
3.5492576	0.00131091517888424
3.5492183	0.00131091517888424
3.5492183	0.00131091517888424
3.549179	0.00131091517888424
3.549179	0.00131091517888424
3.549297	0.00131091517888424
3.5492576	0.00131091517888424
3.549179	0.00131091517888424
3.5492183	0.00131091517888424
3.549297	0.00131091517888424
3.5493759	0.00131091517888424
3.549297	0.00131091517888424
3.549179	0.00131091517888424
3.5492183	0.00131091517888424
3.5492576	0.00131091517888424
3.549297	0.00131091517888424
3.5493759	0.00131091517888424
3.5492576	0.00131091517888424
3.549297	0.00131091517888424
3.5492183	0.00131091517888424
3.549297	0.00131091517888424
3.549297	0.00131091517888424
3.549297	0.00131091517888424
3.5493365	0.00131091517888424
3.5493365	0.00131091517888424
3.5493365	0.00131091517888424
3.5492576	0.00131091517888424
3.5493365	0.00131091517888424
3.5492576	0.00131091517888424
3.5492576	0.00131091517888424
3.5493759	0.00131091517888424
3.5493759	0.00131091517888424
3.5494152	0.00131091517888424
3.5493365	0.00131091517888424
3.5492576	0.00131091517888424
3.549297	0.00131091517888424
3.5494152	0.00131091517888424
3.5493759	0.00131091517888424
3.5493759	0.00131091517888424
3.5493759	0.00131091517888424
3.5494548	0.00131091517888424
3.5493759	0.00131091517888424
3.5493365	0.00131091517888424
3.5494941	0.00131091517888424
3.5493365	0.00131091517888424
3.549297	0.00131091517888424
3.5494152	0.00131091517888424
3.5494152	0.00131091517888424
3.5493759	0.00131091517888424
3.5494152	0.00131091517888424
3.5494152	0.00131091517888424
3.5494941	0.00131091517888424
3.5494548	0.00131091517888424
3.5494548	0.00131091517888424
3.5493365	0.00131091517888424
3.5493365	0.00131091517888424
3.5493759	0.00131091517888424
3.5495335	0.00131091517888424
3.5494152	0.00131091517888424
3.5494548	0.00131091517888424
3.5494152	0.00131091517888424
3.5493759	0.00131091517888424
3.5493365	0.00131091517888424
3.5494152	0.00131091517888424
3.5494941	0.00131091517888424
3.5493759	0.00131091517888424
3.5496517	0.00131091517888424
3.5494941	0.00131091517888424
3.5494941	0.00131091517888424
3.5494548	0.00131091517888424
3.5494941	0.00131091517888424
3.5494548	0.00131091517888424
3.5494152	0.00131091517888424
3.5495335	0.00131091517888424
3.5494548	0.00131091517888424
3.5494941	0.00131091517888424
3.5495335	0.00131091517888424
3.5494941	0.00131091517888424
3.5494548	0.00131091517888424
3.5494548	0.00131091517888424
3.5496124	0.00131091517888424
3.5496124	0.00131091517888424
3.5495728	0.00131091517888424
3.5495728	0.00131091517888424
3.5495335	0.00131091517888424
3.5494941	0.00131091517888424
3.5495335	0.00131091517888424
3.5494941	0.00131091517888424
3.5494941	0.00131091517888424
3.5494548	0.00131091517888424
3.5495728	0.00131091517888424
3.5496517	0.00131091517888424
3.5495335	0.00131091517888424
3.5495335	0.00131091517888424
3.5496124	0.00131091517888424
3.5495728	0.00131091517888424
3.5495728	0.00131091517888424
3.5496911	0.00131091517888424
3.5494941	0.00131091517888424
3.5495335	0.00131091517888424
3.5496517	0.00131091517888424
3.5496124	0.00131091517888424
3.5495728	0.00131091517888424
3.5496517	0.00131091517888424
3.5495335	0.00131091517888424
3.5495335	0.00131091517888424
3.5495728	0.00131091517888424
3.5495728	0.00131091517888424
3.5497304	0.00131091517888424
3.5497304	0.00131091517888424
3.5496124	0.00131091517888424
3.5495728	0.00131091517888424
3.5496124	0.00131091517888424
3.5496124	0.00131091517888424
3.5496124	0.00131091517888424
3.5496124	0.00131091517888424
3.5497304	0.00131091517888424
3.5496517	0.00131091517888424
3.54977	0.00131091517888424
3.5496517	0.00131091517888424
3.5496911	0.00131091517888424
3.5495728	0.00131091517888424
3.5496517	0.00131091517888424
3.5496124	0.00131091517888424
3.5496517	0.00131091517888424
3.5496517	0.00131091517888424
3.5495728	0.00131091517888424
3.5496911	0.00131091517888424
3.5496517	0.00131091517888424
3.5497304	0.00131091517888424
3.5496124	0.00131091517888424
3.5497304	0.00131091517888424
3.5496911	0.00131091517888424
3.5496517	0.00131091517888424
3.5496517	0.00131091517888424
3.5496911	0.00131091517888424
3.5496911	0.00131091517888424
3.5496911	0.00131091517888424
3.5496517	0.00131091517888424
3.5496517	0.00131091517888424
3.5497304	0.00131091517888424
3.5498093	0.00131091517888424
3.5497304	0.00131091517888424
3.5497304	0.00131091517888424
3.549888	0.00131091517888424
3.5497304	0.00131091517888424
3.5498487	0.00131091517888424
3.5497304	0.00131091517888424
3.5496911	0.00131091517888424
3.5498487	0.00131091517888424
3.5496911	0.00131091517888424
3.5498093	0.00131091517888424
3.5498093	0.00131091517888424
3.54977	0.00131091517888424
3.5498093	0.00131091517888424
3.5499276	0.00131091517888424
3.5498093	0.00131091517888424
3.5497304	0.00131091517888424
3.5498093	0.00131091517888424
3.5498093	0.00131091517888424
3.54977	0.00131091517888424
3.5499276	0.00131091517888424
3.5498487	0.00131091517888424
3.5499276	0.00131091517888424
3.549888	0.00131091517888424
3.5498093	0.00131091517888424
3.5498487	0.00131091517888424
3.5498093	0.00131091517888424
3.549888	0.00131091517888424
3.5498093	0.00131091517888424
3.5498093	0.00131091517888424
3.549888	0.00131091517888424
3.5498093	0.00131091517888424
3.5498487	0.00131091517888424
3.549888	0.00131091517888424
3.5498487	0.00131091517888424
3.549888	0.00131091517888424
3.549888	0.00131091517888424
3.549888	0.00131091517888424
3.5499669	0.00131091517888424
3.5499276	0.00131091517888424
3.5499276	0.00131091517888424
3.549888	0.00131091517888424
3.5498487	0.00131091517888424
3.549888	0.00131091517888424
3.549888	0.00131091517888424
3.549888	0.00131091517888424
3.549888	0.00131091517888424
3.5499276	0.00131091517888424
3.5499669	0.00131091517888424
3.549888	0.00131091517888424
3.5499669	0.00131091517888424
3.5499669	0.00131091517888424
3.5499276	0.00131091517888424
3.549888	0.00131091517888424
3.5499276	0.00131091517888424
3.5500063	0.00131091517888424
3.5499276	0.00131091517888424
3.5500458	0.00131091517888424
3.5500852	0.00131091517888424
3.5499276	0.00131091517888424
3.5500063	0.00131091517888424
3.549888	0.00131091517888424
3.5499669	0.00131091517888424
3.5499276	0.00131091517888424
3.5500458	0.00131091517888424
3.5499669	0.00131091517888424
3.5500458	0.00131091517888424
3.5499276	0.00131091517888424
3.5499276	0.00131091517888424
3.5499276	0.00131091517888424
3.5500063	0.00131091517888424
3.5500458	0.00131091517888424
3.5500063	0.00131091517888424
3.5500852	0.00131091517888424
3.5500063	0.00131091517888424
3.5501245	0.00131091517888424
3.5500063	0.00131091517888424
3.5500063	0.00131091517888424
3.5499276	0.00131091517888424
3.5500852	0.00131091517888424
3.5501245	0.00131091517888424
3.5500852	0.00131091517888424
3.5500458	0.00131091517888424
3.5500852	0.00131091517888424
3.5500852	0.00131091517888424
3.5500852	0.00131091517888424
3.5500852	0.00131091517888424
3.5501245	0.00131091517888424
3.5500852	0.00131091517888424
3.5500852	0.00131091517888424
3.5500852	0.00131091517888424
3.5501639	0.00131091517888424
3.5500458	0.00131091517888424
3.5501245	0.00131091517888424
3.5502034	0.00131091517888424
3.5500852	0.00131091517888424
3.5500852	0.00131091517888424
3.5501245	0.00131091517888424
3.5501639	0.00131091517888424
3.5500458	0.00131091517888424
3.5501245	0.00131091517888424
3.5501639	0.00131091517888424
3.5500852	0.00131091517888424
3.5501245	0.00131091517888424
3.5501245	0.00131091517888424
3.5501639	0.00131091517888424
3.5501245	0.00131091517888424
3.5501245	0.00131091517888424
3.5501639	0.00131091517888424
3.5501245	0.00131091517888424
3.5502428	0.00131091517888424
3.5502821	0.00131091517888424
3.5502034	0.00131091517888424
3.5501639	0.00131091517888424
3.5501639	0.00131091517888424
3.5501639	0.00131091517888424
3.5501639	0.00131091517888424
3.5501245	0.00131091517888424
3.5502428	0.00131091517888424
3.5501245	0.00131091517888424
3.5502034	0.00131091517888424
3.5502034	0.00131091517888424
3.5501639	0.00131091517888424
3.5502821	0.00131091517888424
3.5502034	0.00131091517888424
3.5501639	0.00131091517888424
3.5502821	0.00131091517888424
3.5501639	0.00131091517888424
3.5502428	0.00131091517888424
3.5502428	0.00131091517888424
3.5502821	0.00131091517888424
3.5502821	0.00131091517888424
3.5502034	0.00131091517888424
3.5502034	0.00131091517888424
3.5501245	0.00131091517888424
3.5502428	0.00131091517888424
3.5503215	0.00131091517888424
3.5502428	0.00131091517888424
3.5502034	0.00131091517888424
3.5502821	0.00131091517888424
